"RUT","Nemotecnico","Nombre","Tipo.de.Activo","Tipo de Activo"
"8125","CFMBCHEPVD","FONDO MUTUO BANCHILE ESTRATEGICO","Renta Fija",NA
"8129","CFMBCHEUDA","FONDO MUTUO BANCHILE EUROPA DESARROLLADA","Renta Variable",NA
"8129","CFMBCHEUDC","FONDO MUTUO BANCHILE EUROPA DESARROLLADA","Renta Variable",NA
"8129","CFMBCHEUDB","FONDO MUTUO BANCHILE EUROPA DESARROLLADA","Renta Variable",NA
"8129","CFMBCHEDBP","FONDO MUTUO BANCHILE EUROPA DESARROLLADA","Renta Variable",NA
"8129","CFMBCHEUBH","FONDO MUTUO BANCHILE EUROPA DESARROLLADA","Renta Variable",NA
"8088","CFMBCHGMCA","FONDO MUTUO BANCHILE GLOBAL ACCIONARIO","Renta Variable",NA
"8088","CFMBCHGMCC","FONDO MUTUO BANCHILE GLOBAL ACCIONARIO","Renta Variable",NA
"8088","CFMBCHGNDB","FONDO MUTUO BANCHILE GLOBAL ACCIONARIO","Renta Variable",NA
"8088","CFMBCHGMPL","FONDO MUTUO BANCHILE GLOBAL ACCIONARIO","Renta Variable",NA
"8301","CFMBCHGDBH","FONDO MUTUO BANCHILE GLOBAL DOLLAR","Renta Variable",NA
"8301","CFMBCHGDFU","FONDO MUTUO BANCHILE GLOBAL DOLLAR","Renta Variable",NA
"8301","CFMBCHGLDC","FONDO MUTUO BANCHILE GLOBAL DOLLAR","Renta Variable",NA
"8023","CFMBCHHOBH","FONDO MUTUO BANCHILE HORIZONTE","Renta Fija",NA
"8023","CFMBCHHORI","FONDO MUTUO BANCHILE HORIZONTE","Renta Fija",NA
"8023","CFMBCHHORD","FONDO MUTUO BANCHILE HORIZONTE","Renta Fija",NA
"8023","CFMBCHHOIT","FONDO MUTUO BANCHILE HORIZONTE","Renta Fija",NA
"8023","CFMBCHHORV","FONDO MUTUO BANCHILE HORIZONTE","Renta Fija",NA
"8023","CFMBCHHTEB","FONDO MUTUO BANCHILE HORIZONTE","Renta Fija",NA
"8023","CFMBCHHOBP","FONDO MUTUO BANCHILE HORIZONTE","Renta Fija",NA
"8078","CFMBCHIUSA","FONDO MUTUO BANCHILE INVERSIÓN USA","Renta Variable",NA
"8078","CFMBCHIUSC","FONDO MUTUO BANCHILE INVERSIÓN USA","Renta Variable",NA
"8078","CFMBCHUNDB","FONDO MUTUO BANCHILE INVERSIÓN USA","Renta Variable",NA
"8078","CFMBCHIUBP","FONDO MUTUO BANCHILE INVERSIÓN USA","Renta Variable",NA
"8078","CFMBCHIUBH","FONDO MUTUO BANCHILE INVERSIÓN USA","Renta Variable",NA
"8811","CFMBCHLTMC","FONDO MUTUO BANCHILE LATAM ACCIONARIO","Renta Variable",NA
"8811","CFMBCHLMCC","FONDO MUTUO BANCHILE LATAM ACCIONARIO","Renta Variable",NA
"8811","CFMBCHLMCB","FONDO MUTUO BANCHILE LATAM ACCIONARIO","Renta Variable",NA
"8811","CFMBCHLABP","FONDO MUTUO BANCHILE LATAM ACCIONARIO","Renta Variable",NA
"8811","CFMBCHLTBH","FONDO MUTUO BANCHILE LATAM ACCIONARIO","Renta Variable",NA
"10060","CFMBCHMODI","FONDO MUTUO BANCHILE MODERADO","Sin clasificación",NA
"10060","CFMBCHMOBC","FONDO MUTUO BANCHILE MODERADO","Sin clasificación",NA
"10151","CFMBCHPADA","FONDO MUTUO BANCHILE PORTAFOLIO ACTIVO DOLAR AGRESIVO","Sin clasificación",NA
"10152","CFMBCHPDOC","FONDO MUTUO BANCHILE PORTAFOLIO ACTIVO DOLAR CONSERVADOR","Sin clasificación",NA
"10111","CFMBCHPADM","FONDO MUTUO BANCHILE PORTAFOLIO ACTIVO DOLAR MODERADO","Sin clasificación",NA
"8448","CFMBCHVDIA","FONDO MUTUO BANCHILE PORTAFOLIO AGRESIVO LARGO PLAZO","Balanceados",NA
"8448","CFMBCHVAAB","FONDO MUTUO BANCHILE PORTAFOLIO AGRESIVO LARGO PLAZO","Balanceados",NA
"8448","CFMBCHPBLP","FONDO MUTUO BANCHILE PORTAFOLIO AGRESIVO LARGO PLAZO","Balanceados",NA
"8377","CFMBCHACCA","FONDO MUTUO BANCHILE PORTAFOLIO CONSERVADOR LARGO PLAZO","Balanceados",NA
"8377","CFMBCHPACB","FONDO MUTUO BANCHILE PORTAFOLIO CONSERVADOR LARGO PLAZO","Balanceados",NA
"8377","CFMBCHPCBP","FONDO MUTUO BANCHILE PORTAFOLIO CONSERVADOR LARGO PLAZO","Balanceados",NA
"8377","CFMBCHACBC","FONDO MUTUO BANCHILE PORTAFOLIO CONSERVADOR LARGO PLAZO","Balanceados",NA
"9043","CFMBCHIN10","FONDO MUTUO BANCHILE PORTAFOLIO MODERADO LARGO PLAZO","Balanceados",NA
"9043","CFMDOB","FONDO MUTUO BANCHILE PORTAFOLIO MODERADO LARGO PLAZO","Balanceados",NA
"9043","CFMBCHEBPL","FONDO MUTUO BANCHILE PORTAFOLIO MODERADO LARGO PLAZO","Balanceados",NA
"8274","CFMBCHCRBH","FONDO MUTUO BANCHILE RENTA CORTO PLAZO","Renta Fija",NA
"8274","CFMBCHCREC","FONDO MUTUO BANCHILE RENTA CORTO PLAZO","Renta Fija",NA
"8274","CFMBCHRMDI","FONDO MUTUO BANCHILE RENTA CORTO PLAZO","Renta Fija",NA
"8274","CFMBCHCRP1","FONDO MUTUO BANCHILE RENTA CORTO PLAZO","Renta Fija",NA
"8274","CFMBCHCREE","FONDO MUTUO BANCHILE RENTA CORTO PLAZO","Renta Fija",NA
"8274","CFMBCHCTOB","FONDO MUTUO BANCHILE RENTA CORTO PLAZO","Renta Fija",NA
"8274","CFMBCHCBPL","FONDO MUTUO BANCHILE RENTA CORTO PLAZO","Renta Fija",NA
"9489","CFMBCHCBCH","FONDO MUTUO BANCHILE RENTA VARIABLE NACIONAL","Renta Variable",NA
"9489","CFMBCHCBCA","FONDO MUTUO BANCHILE RENTA VARIABLE NACIONAL","Renta Variable",NA
"9489","CFMBCHCBCB","FONDO MUTUO BANCHILE RENTA VARIABLE NACIONAL","Renta Variable",NA
"8380","CFMBCHINCI","FONDO MUTUO BANCHILE SELECCIÓN ACCIONES CHILENAS","Renta Variable",NA
"8380","CFMBCHINAD","FONDO MUTUO BANCHILE SELECCIÓN ACCIONES CHILENAS","Renta Variable",NA
"8380","CFMBCHINP1","FONDO MUTUO BANCHILE SELECCIÓN ACCIONES CHILENAS","Renta Variable",NA
"8380","CFMBCHINP2","FONDO MUTUO BANCHILE SELECCIÓN ACCIONES CHILENAS","Renta Variable",NA
"8380","CFMBCHINBH","FONDO MUTUO BANCHILE SELECCIÓN ACCIONES CHILENAS","Renta Variable",NA
"8380","CFMBCHIAIB","FONDO MUTUO BANCHILE SELECCIÓN ACCIONES CHILENAS","Renta Variable",NA
"8300","CFMBCHUSDF","FONDO MUTUO BANCHILE U.S DOLLAR","Renta Variable",NA
"8300","CFMBCHUSDC","FONDO MUTUO BANCHILE U.S DOLLAR","Renta Variable",NA
"8300","CFMBCHUSBH","FONDO MUTUO BANCHILE U.S DOLLAR","Renta Variable",NA
"8127","CFMBCHUTBH","FONDO MUTUO BANCHILE UTILIDADES","Renta Fija",NA
"8127","CFMBCHUTGL","FONDO MUTUO BANCHILE UTILIDADES","Renta Fija",NA
"8127","CFMBCHUTP1","FONDO MUTUO BANCHILE UTILIDADES","Renta Fija",NA
"8127","CFMBCHUTGE","FONDO MUTUO BANCHILE UTILIDADES","Renta Fija",NA
"8127","CFMBCHUESB","FONDO MUTUO BANCHILE UTILIDADES","Renta Fija",NA
"8127","CFMBCHUTBP","FONDO MUTUO BANCHILE UTILIDADES","Renta Fija",NA
"8536","CFMESTAESC","FONDO MUTUO BANCOESTADO ACCIONES NACIONALES","Renta Variable",NA
"8536","CFMESTAESR","FONDO MUTUO BANCOESTADO ACCIONES NACIONALES","Renta Variable",NA
"8536","CFMESTAESI","FONDO MUTUO BANCOESTADO ACCIONES NACIONALES","Renta Variable",NA
"8536","CFMESTAESP","FONDO MUTUO BANCOESTADO ACCIONES NACIONALES","Renta Variable",NA
"8536","CFMESTAESV","FONDO MUTUO BANCOESTADO ACCIONES NACIONALES","Renta Variable",NA
"9291","CFMESTACPA","FONDO MUTUO BANCOESTADO AHORRO CORTO PLAZO","Renta Fija",NA
"9291","CFMESTACPI","FONDO MUTUO BANCOESTADO AHORRO CORTO PLAZO","Renta Fija",NA
"9291","CFMESTACPV","FONDO MUTUO BANCOESTADO AHORRO CORTO PLAZO","Renta Fija",NA
"8744","CFMESTBESP","FONDO MUTUO BANCOESTADO BNP PARIBAS ACCIONES DESARROLLADAS","Renta Variable",NA
"8744","CFMESTBESR","FONDO MUTUO BANCOESTADO BNP PARIBAS ACCIONES DESARROLLADAS","Renta Variable",NA
"8744","CFMESTBESC","FONDO MUTUO BANCOESTADO BNP PARIBAS ACCIONES DESARROLLADAS","Renta Variable",NA
"8744","CFMESTBESV","FONDO MUTUO BANCOESTADO BNP PARIBAS ACCIONES DESARROLLADAS","Renta Variable",NA
"8807","CFMESTMRBA","FONDO MUTUO BANCOESTADO BNP PARIBAS MAS RENTA BICENTENARIO","Renta Fija",NA
"8807","CFMESTMRBB","FONDO MUTUO BANCOESTADO BNP PARIBAS MAS RENTA BICENTENARIO","Renta Fija",NA
"8807","CFMESTMRBC","FONDO MUTUO BANCOESTADO BNP PARIBAS MAS RENTA BICENTENARIO","Renta Fija",NA
"8807","CFMESTMRBF","FONDO MUTUO BANCOESTADO BNP PARIBAS MAS RENTA BICENTENARIO","Renta Fija",NA
"8807","CFMESTPRBI","FONDO MUTUO BANCOESTADO BNP PARIBAS MAS RENTA BICENTENARIO","Renta Fija",NA
"8753","CFMESTBTEP","FONDO MUTUO BANCOESTADO BNP PARIBAS MERCADOS EMERGENTES","Renta Fija",NA
"8753","CFMESTBTEC","FONDO MUTUO BANCOESTADO BNP PARIBAS MERCADOS EMERGENTES","Renta Fija",NA
"8753","CFMESTBTER","FONDO MUTUO BANCOESTADO BNP PARIBAS MERCADOS EMERGENTES","Renta Fija",NA
"8753","CFMESTBTEV","FONDO MUTUO BANCOESTADO BNP PARIBAS MERCADOS EMERGENTES","Renta Fija",NA
"9104","CFMESTDDII","FONDO MUTUO BANCOESTADO DOLAR DISPONIBLE","Money Market",NA
"9104","CFMESTDDIA","FONDO MUTUO BANCOESTADO DOLAR DISPONIBLE","Money Market",NA
"9104","CFMESTDDIC","FONDO MUTUO BANCOESTADO DOLAR DISPONIBLE","Money Market",NA
"9104","CFMESTDDIB","FONDO MUTUO BANCOESTADO DOLAR DISPONIBLE","Money Market",NA
"8844","CFMESTPAAP","FONDO MUTUO BANCOESTADO PERFIL  A","Balanceados",NA
"8844","CFMESTPAAR","FONDO MUTUO BANCOESTADO PERFIL  A","Balanceados",NA
"8844","CFMESTPAAC","FONDO MUTUO BANCOESTADO PERFIL  A","Balanceados",NA
"8844","CFMESTPAAV","FONDO MUTUO BANCOESTADO PERFIL  A","Balanceados",NA
"8846","CFMESTPMEP","FONDO MUTUO BANCOESTADO PERFIL  E","Balanceados",NA
"8846","CFMESTPMER","FONDO MUTUO BANCOESTADO PERFIL  E","Balanceados",NA
"8846","CFMESTPMEC","FONDO MUTUO BANCOESTADO PERFIL  E","Balanceados",NA
"8846","CFMESTPMEV","FONDO MUTUO BANCOESTADO PERFIL  E","Balanceados",NA
"8845","CFMESTPMCP","FONDO MUTUO BANCOESTADO PERFIL C","Balanceados",NA
"8845","CFMESTPMCR","FONDO MUTUO BANCOESTADO PERFIL C","Balanceados",NA
"8845","CFMESTPMCC","FONDO MUTUO BANCOESTADO PERFIL C","Balanceados",NA
"8845","CFMESTPMCV","FONDO MUTUO BANCOESTADO PERFIL C","Balanceados",NA
"9074","CFMESTRTFA","FONDO MUTUO BANCOESTADO RENTA FUTURA","Renta Fija",NA
"9074","CFMESTRTFB","FONDO MUTUO BANCOESTADO RENTA FUTURA","Renta Fija",NA
"9074","CFMESTRTFC","FONDO MUTUO BANCOESTADO RENTA FUTURA","Renta Fija",NA
"9074","CFMESTRTFI","FONDO MUTUO BANCOESTADO RENTA FUTURA","Renta Fija",NA
"8064","CFMBCIPECL","FONDO MUTUO BCI  ESTRATEGIA UF HASTA 3 AÑOS","Renta Fija",NA
"8064","CFMBCIDPSB","FONDO MUTUO BCI  ESTRATEGIA UF HASTA 3 AÑOS","Renta Fija",NA
"8064","CFMBCIPEAV","FONDO MUTUO BCI  ESTRATEGIA UF HASTA 3 AÑOS","Renta Fija",NA
"8064","CFMBCIPESA","FONDO MUTUO BCI  ESTRATEGIA UF HASTA 3 AÑOS","Renta Fija",NA
"8064","CFMBCIDPSF","FONDO MUTUO BCI  ESTRATEGIA UF HASTA 3 AÑOS","Renta Fija",NA
"8430","CFMBCISBLC","FONDO MUTUO BCI ACCIONES CHILENAS","Renta Variable",NA
"8430","CFMBCISBBC","FONDO MUTUO BCI ACCIONES CHILENAS","Renta Variable",NA
"8430","CFMBCISBLP","FONDO MUTUO BCI ACCIONES CHILENAS","Renta Variable",NA
"8430","CFMBCISBLB","FONDO MUTUO BCI ACCIONES CHILENAS","Renta Variable",NA
"8430","CFMBCISBGA","FONDO MUTUO BCI ACCIONES CHILENAS","Renta Variable",NA
"8430","CFMBCISBLF","FONDO MUTUO BCI ACCIONES CHILENAS","Renta Variable",NA
"8731","CFMBCIMOAP","FONDO MUTUO BCI CARTERA CORTO PLAZO","Money Market",NA
"8640","CFMBCIG80C","FONDO MUTUO BCI CARTERA DINAMICA ACTIVA","Balanceados",NA
"8640","CFMBCIG80B","FONDO MUTUO BCI CARTERA DINAMICA ACTIVA","Balanceados",NA
"8640","CFMBCIG80A","FONDO MUTUO BCI CARTERA DINAMICA ACTIVA","Balanceados",NA
"8640","CFMBCIG80F","FONDO MUTUO BCI CARTERA DINAMICA ACTIVA","Balanceados",NA
"9511","CFMBCIDCH1","FONDO MUTUO BCI CARTERA DINAMICA CHILE","Balanceados",NA
"9511","CFMBCIDCH3","FONDO MUTUO BCI CARTERA DINAMICA CHILE","Balanceados",NA
"9511","CFMBCIDCH4","FONDO MUTUO BCI CARTERA DINAMICA CHILE","Balanceados",NA
"8639","CFMBCIG50C","FONDO MUTUO BCI CARTERA DINÁMICA BALANCEADA","Balanceados",NA
"8639","CFMBCIG50B","FONDO MUTUO BCI CARTERA DINÁMICA BALANCEADA","Balanceados",NA
"8639","CFMBCIG50A","FONDO MUTUO BCI CARTERA DINÁMICA BALANCEADA","Balanceados",NA
"8639","CFMBCIG50F","FONDO MUTUO BCI CARTERA DINÁMICA BALANCEADA","Balanceados",NA
"8638","CFMBCIG20C","FONDO MUTUO BCI CARTERA DINÁMICA CONSERVADORA","Balanceados",NA
"8638","CFMBCIG20B","FONDO MUTUO BCI CARTERA DINÁMICA CONSERVADORA","Balanceados",NA
"8638","CFMBCIG20A","FONDO MUTUO BCI CARTERA DINÁMICA CONSERVADORA","Balanceados",NA
"8638","CFMBCIG20F","FONDO MUTUO BCI CARTERA DINÁMICA CONSERVADORA","Balanceados",NA
"9060","CFMBCIPAIN","FONDO MUTUO BCI CARTERA PATRIMONIAL ACTIVA","Balanceados",NA
"9060","CFMBCIPAPV","FONDO MUTUO BCI CARTERA PATRIMONIAL ACTIVA","Balanceados",NA
"9061","CFMBCIPAIV","FONDO MUTUO BCI CARTERA PATRIMONIAL AHORRO","Renta Fija",NA
"9061","CFMBCIPAHV","FONDO MUTUO BCI CARTERA PATRIMONIAL AHORRO","Renta Fija",NA
"9062","CFMBCIPBIN","FONDO MUTUO BCI CARTERA PATRIMONIAL BALANCEADA","Balanceados",NA
"9062","CFMBCIPBPV","FONDO MUTUO BCI CARTERA PATRIMONIAL BALANCEADA","Balanceados",NA
"9063","CFMBCICNIV","FONDO MUTUO BCI CARTERA PATRIMONIAL CONSERVADORA","Balanceados",NA
"9063","CFMBCICNPV","FONDO MUTUO BCI CARTERA PATRIMONIAL CONSERVADORA","Balanceados",NA
"8107","CFMBCICOMA","FONDO MUTUO BCI COMPETITIVO","Money Market",NA
"8107","CFMBCICPAP","FONDO MUTUO BCI COMPETITIVO","Money Market",NA
"8107","CFMBCICOME","FONDO MUTUO BCI COMPETITIVO","Money Market",NA
"8107","CFMBCICOMI","FONDO MUTUO BCI COMPETITIVO","Money Market",NA
"8107","CFMBCICOMG","FONDO MUTUO BCI COMPETITIVO","Money Market",NA
"8037","CFMBCIEFCL","FONDO MUTUO BCI DEPOSITO EFECTIVO","Money Market",NA
"8037","CFMBCIEFEA","FONDO MUTUO BCI DEPOSITO EFECTIVO","Money Market",NA
"8037","CFMBCIEFEI","FONDO MUTUO BCI DEPOSITO EFECTIVO","Money Market",NA
"8037","CFMBCIEFEG","FONDO MUTUO BCI DEPOSITO EFECTIVO","Money Market",NA
"8967","CFMBCILCBC","FONDO MUTUO BCI DEUDA LATAM HY","Renta Fija",NA
"8967","CFMBCICDSC","FONDO MUTUO BCI DEUDA LATAM HY","Renta Fija",NA
"8967","CFMBCILCBP","FONDO MUTUO BCI DEUDA LATAM HY","Renta Fija",NA
"8967","CFMBCICDST","FONDO MUTUO BCI DEUDA LATAM HY","Renta Fija",NA
"8967","CFMBCILCAP","FONDO MUTUO BCI DEUDA LATAM HY","Renta Fija",NA
"8967","CFMBCIDLHA","FONDO MUTUO BCI DEUDA LATAM HY","Renta Fija",NA
"9231","CFMBCINDCL","FONDO MUTUO BCI DEuda latam ig","Renta Fija",NA
"9231","CFMBCINDBC","FONDO MUTUO BCI DEuda latam ig","Renta Fija",NA
"9231","CFMBCINDBP","FONDO MUTUO BCI DEuda latam ig","Renta Fija",NA
"9231","CFMBCINDAP","FONDO MUTUO BCI DEuda latam ig","Renta Fija",NA
"9231","CFMBCINDSA","FONDO MUTUO BCI DEuda latam ig","Renta Fija",NA
"8257","CFMBCIDCCL","FONDO MUTUO BCI DOLAR CASH","Money Market",NA
"8257","CFMBCIDCAP","FONDO MUTUO BCI DOLAR CASH","Money Market",NA
"8257","CFMBCIDSHG","FONDO MUTUO BCI DOLAR CASH","Money Market",NA
"8327","CFMBCINGCS","FONDO MUTUO BCI ESTRATEGIA PESOS HASTA 1 AÑO","Renta Fija",NA
"8327","CFMBCINGB1","FONDO MUTUO BCI ESTRATEGIA PESOS HASTA 1 AÑO","Renta Fija",NA
"8327","CFMBCIBOSF","FONDO MUTUO BCI ESTRATEGIA PESOS HASTA 1 AÑO","Renta Fija",NA
"8327","CFMBCIBOSV","FONDO MUTUO BCI ESTRATEGIA PESOS HASTA 1 AÑO","Renta Fija",NA
"8174","CFMBCIDALC","FONDO MUTUO BCI ESTRATEGIA PESOS MAYOR A 1 AÑO","Renta Fija",NA
"8174","CFMBCIDALF","FONDO MUTUO BCI ESTRATEGIA PESOS MAYOR A 1 AÑO","Renta Fija",NA
"8174","CFMBCIDALV","FONDO MUTUO BCI ESTRATEGIA PESOS MAYOR A 1 AÑO","Renta Fija",NA
"8460","CFMBCIGABC","FONDO MUTUO BCI ESTRATEGIA UF > 5 AÑOS","Renta Fija",NA
"8460","CFMBCIGACL","FONDO MUTUO BCI ESTRATEGIA UF > 5 AÑOS","Renta Fija",NA
"8460","CFMBCIGABP","FONDO MUTUO BCI ESTRATEGIA UF > 5 AÑOS","Renta Fija",NA
"8460","CFMBCIGAHF","FONDO MUTUO BCI ESTRATEGIA UF > 5 AÑOS","Renta Fija",NA
"8460","CFMBCIGAHA","FONDO MUTUO BCI ESTRATEGIA UF > 5 AÑOS","Renta Fija",NA
"8941","CFMBCIFUFC","FONDO MUTUO BCI ESTRATEGIA UF HASTA 1 AÑO","Renta Fija",NA
"8941","CFMBCIUFAP","FONDO MUTUO BCI ESTRATEGIA UF HASTA 1 AÑO","Renta Fija",NA
"8941","CFMBCINGBC","FONDO MUTUO BCI ESTRATEGIA UF HASTA 1 AÑO","Renta Fija",NA
"8941","CFMBCIFUFF","FONDO MUTUO BCI ESTRATEGIA UF HASTA 1 AÑO","Renta Fija",NA
"8108","CFMBCIGVRC","FONDO MUTUO BCI ESTRATEGIA UF HASTA 5 AÑOS","Renta Fija",NA
"8108","CFMBCIGVRB","FONDO MUTUO BCI ESTRATEGIA UF HASTA 5 AÑOS","Renta Fija",NA
"8108","CFMBCIGVRP","FONDO MUTUO BCI ESTRATEGIA UF HASTA 5 AÑOS","Renta Fija",NA
"8108","CFMBCIGVRF","FONDO MUTUO BCI ESTRATEGIA UF HASTA 5 AÑOS","Renta Fija",NA
"8036","CFMBCIRCLA","FONDO MUTUO BCI RENDIMIENTO","Money Market",NA
"8036","CFMBCIRFAM","FONDO MUTUO BCI RENDIMIENTO","Money Market",NA
"8036","CFMBCIRTOV","FONDO MUTUO BCI RENDIMIENTO","Money Market",NA
"9445","CFMBCIRDCL","FONDO MUTUO BCI RETORNO DÓLAR IG","Renta Fija",NA
"9445","CFMBCIRDAP","FONDO MUTUO BCI RETORNO DÓLAR IG","Renta Fija",NA
"9445","CFMBCIRDAD","FONDO MUTUO BCI RETORNO DÓLAR IG","Renta Fija",NA
"9445","CFMBCIRDBP","FONDO MUTUO BCI RETORNO DÓLAR IG","Renta Fija",NA
"9445","CFMBCIRDSI","FONDO MUTUO BCI RETORNO DÓLAR IG","Renta Fija",NA
"9445","CFMBCIRDBC","FONDO MUTUO BCI RETORNO DÓLAR IG","Renta Fija",NA
"9445","CFMBCIRDSA","FONDO MUTUO BCI RETORNO DÓLAR IG","Renta Fija",NA
"8787","CFMBCITOPP","FONDO MUTUO BCI TOP PICKS","Renta Variable",NA
"8787","CFMBCITOBP","FONDO MUTUO BCI TOP PICKS","Renta Variable",NA
"9693","CFMBIDINSC","FONDO MUTUO BI DINAMICO","Renta Fija",NA
"9693","CFMBIDINSA","FONDO MUTUO BI DINAMICO","Renta Fija",NA
"9693","CFMBIDINSB","FONDO MUTUO BI DINAMICO","Renta Fija",NA
"9693","CFMBIDINSD","FONDO MUTUO BI DINAMICO","Renta Fija",NA
"9693","CFMBIDINSI","FONDO MUTUO BI DINAMICO","Renta Fija",NA
"9905","CFMBIESTSB","FONDO MUTUO BI ESTRATÉGICO","Sin clasificación",NA
"9905","CFMBIESTSA","FONDO MUTUO BI ESTRATÉGICO","Sin clasificación",NA
"9905","CFMBIESTSC","FONDO MUTUO BI ESTRATÉGICO","Sin clasificación",NA
"9905","CFMBIESTSE","FONDO MUTUO BI ESTRATÉGICO","Sin clasificación",NA
"9905","CFMBIESTSI","FONDO MUTUO BI ESTRATÉGICO","Sin clasificación",NA
"9690","CFMBILIQSG","FONDO MUTUO BI LIQUIDEZ","Money Market",NA
"9690","CFMBILIQSI","FONDO MUTUO BI LIQUIDEZ","Money Market",NA
"9690","CFMBILIQSC","FONDO MUTUO BI LIQUIDEZ","Money Market",NA
"9690","CFMBILIQSD","FONDO MUTUO BI LIQUIDEZ","Money Market",NA
"9690","CFMBILIQSB","FONDO MUTUO BI LIQUIDEZ","Money Market",NA
"9690","CFMBILIQSA","FONDO MUTUO BI LIQUIDEZ","Money Market",NA
"9692","CFMBIMASSG","FONDO MUTUO BI MAS AHORRO","Renta Fija",NA
"9692","CFMBIMASSC","FONDO MUTUO BI MAS AHORRO","Renta Fija",NA
"9692","CFMBIMASSB","FONDO MUTUO BI MAS AHORRO","Renta Fija",NA
"9692","CFMBIMASSD","FONDO MUTUO BI MAS AHORRO","Renta Fija",NA
"9692","CFMBIMASSE","FONDO MUTUO BI MAS AHORRO","Renta Fija",NA
"9692","CFMBIMASSA","FONDO MUTUO BI MAS AHORRO","Renta Fija",NA
"9692","CFMBIMASSI","FONDO MUTUO BI MAS AHORRO","Renta Fija",NA
"10026","CFMBIPROSC","FONDO MUTUO BI PROTECCIÓN","Sin clasificación",NA
"10026","CFMBIPROSB","FONDO MUTUO BI PROTECCIÓN","Sin clasificación",NA
"10026","CFMBIPROSA","FONDO MUTUO BI PROTECCIÓN","Sin clasificación",NA
"10026","CFMBIPROSE","FONDO MUTUO BI PROTECCIÓN","Sin clasificación",NA
"10026","CFMBIPROSI","FONDO MUTUO BI PROTECCIÓN","Sin clasificación",NA
"8819","CFMBICCHAI","FONDO MUTUO BICE ACCIONES CHILE ACTIVO","Renta Variable",NA
"8819","CFMBICCHAA","FONDO MUTUO BICE ACCIONES CHILE ACTIVO","Renta Variable",NA
"8819","CFMBICCHAC","FONDO MUTUO BICE ACCIONES CHILE ACTIVO","Renta Variable",NA
"8819","CFMBICCHAD","FONDO MUTUO BICE ACCIONES CHILE ACTIVO","Renta Variable",NA
"8819","CFMBICCHAF","FONDO MUTUO BICE ACCIONES CHILE ACTIVO","Renta Variable",NA
"8553","CFMBICCMCI","FONDO MUTUO BICE ACCIONES CHILE MID CAP","Renta Variable",NA
"8553","CFMBICCMCA","FONDO MUTUO BICE ACCIONES CHILE MID CAP","Renta Variable",NA
"8553","CFMBICCMCC","FONDO MUTUO BICE ACCIONES CHILE MID CAP","Renta Variable",NA
"8553","CFMBICCMCF","FONDO MUTUO BICE ACCIONES CHILE MID CAP","Renta Variable",NA
"8553","CFMBICCMCB","FONDO MUTUO BICE ACCIONES CHILE MID CAP","Renta Variable",NA
"8142","CFMBICVAND","FONDO MUTUO BICE ACCIONES CHILE SELECTIVO","Renta Variable",NA
"8142","CFMBICVNGI","FONDO MUTUO BICE ACCIONES CHILE SELECTIVO","Renta Variable",NA
"8142","CFMBICVNGA","FONDO MUTUO BICE ACCIONES CHILE SELECTIVO","Renta Variable",NA
"8142","CFMBICBVAG","FONDO MUTUO BICE ACCIONES CHILE SELECTIVO","Renta Variable",NA
"8142","CFMBICVNGC","FONDO MUTUO BICE ACCIONES CHILE SELECTIVO","Renta Variable",NA
"8142","CFMBICVNGF","FONDO MUTUO BICE ACCIONES CHILE SELECTIVO","Renta Variable",NA
"8142","CFMBICVNGB","FONDO MUTUO BICE ACCIONES CHILE SELECTIVO","Renta Variable",NA
"8114","CFMBICBEUD","FONDO MUTUO BICE ACCIONES EUROPA","Renta Variable",NA
"8114","CFMBICBPAG","FONDO MUTUO BICE ACCIONES EUROPA","Renta Variable",NA
"8114","CFMBICBEUC","FONDO MUTUO BICE ACCIONES EUROPA","Renta Variable",NA
"8114","CFMBICBEUA","FONDO MUTUO BICE ACCIONES EUROPA","Renta Variable",NA
"8114","CFMBICBEUI","FONDO MUTUO BICE ACCIONES EUROPA","Renta Variable",NA
"8114","CFMBICBEUF","FONDO MUTUO BICE ACCIONES EUROPA","Renta Variable",NA
"8114","CFMBICBEUB","FONDO MUTUO BICE ACCIONES EUROPA","Renta Variable",NA
"8537","CFMBICBLTA","FONDO MUTUO BICE ACCIONES LATAM","Renta Variable",NA
"8537","CFMBICBLTI","FONDO MUTUO BICE ACCIONES LATAM","Renta Variable",NA
"8537","CFMBICBLTD","FONDO MUTUO BICE ACCIONES LATAM","Renta Variable",NA
"8537","CFMBICBLTC","FONDO MUTUO BICE ACCIONES LATAM","Renta Variable",NA
"8537","CFMBICBLAG","FONDO MUTUO BICE ACCIONES LATAM","Renta Variable",NA
"8537","CFMBICBLTF","FONDO MUTUO BICE ACCIONES LATAM","Renta Variable",NA
"8537","CFMBICBLTB","FONDO MUTUO BICE ACCIONES LATAM","Renta Variable",NA
"8475","CFMBICBMED","FONDO MUTUO BICE ACCIONES MERCADOS EMERGENTES","Renta Variable",NA
"8475","CFMBICBMEI","FONDO MUTUO BICE ACCIONES MERCADOS EMERGENTES","Renta Variable",NA
"8475","CFMBICBMEM","FONDO MUTUO BICE ACCIONES MERCADOS EMERGENTES","Renta Variable",NA
"8475","CFMBICBMEG","FONDO MUTUO BICE ACCIONES MERCADOS EMERGENTES","Renta Variable",NA
"8475","CFMBICBMEC","FONDO MUTUO BICE ACCIONES MERCADOS EMERGENTES","Renta Variable",NA
