"RUT","Nemotecnico","Nombre","Tipo.de.Activo","Tipo de Activo"
"8421","CFMCCCRSAC","FONDO MUTUO CREDICORP CAPITAL RENTA ESTRATEGICA","Renta Fija",NA
"8421","CFMCCCRESM","FONDO MUTUO CREDICORP CAPITAL RENTA ESTRATEGICA","Renta Fija",NA
"8421","CFMIMTRCAA","FONDO MUTUO CREDICORP CAPITAL RENTA ESTRATEGICA","Renta Fija",NA
"8442","CFMCCINTAC","FONDO MUTUO CREDICORP CAPITAL RENTA INTERNACIONAL","Renta Fija",NA
"8442","CFMCCRINTE","FONDO MUTUO CREDICORP CAPITAL RENTA INTERNACIONAL","Renta Fija",NA
"8442","CFMCCRINTB","FONDO MUTUO CREDICORP CAPITAL RENTA INTERNACIONAL","Renta Fija",NA
"8442","CFMCCRINIM","FONDO MUTUO CREDICORP CAPITAL RENTA INTERNACIONAL","Renta Fija",NA
"8442","CFMIMTRINT","FONDO MUTUO CREDICORP CAPITAL RENTA INTERNACIONAL","Renta Fija",NA
"8442","CFMIMTIRIA","FONDO MUTUO CREDICORP CAPITAL RENTA INTERNACIONAL","Renta Fija",NA
"10087","CFMCCSDLAC","FONDO MUTUO CREDICORP CAPITAL SHORT DURATION LATAM","Sin clasificación",NA
"10087","CFMCCSHDLI","FONDO MUTUO CREDICORP CAPITAL SHORT DURATION LATAM","Sin clasificación",NA
"10087","CFMCCSDLCC","FONDO MUTUO CREDICORP CAPITAL SHORT DURATION LATAM","Sin clasificación",NA
"9019","CFMITNIPSA","FONDO MUTUO ETF IT NOW S&P IPSA","Renta Variable",NA
"9568","CFMFTLCCA","FONDO MUTUO FINTUAL CONSERVATIVE CLOONEY","Balanceados",NA
"9569","CFMFTLMPA","FONDO MUTUO FINTUAL MODERATE PITT","Balanceados",NA
"9570","CFMFTLRNA","FONDO MUTUO FINTUAL RISKY NORRIS","Balanceados",NA
"9730","CFMFTLVCSA","FONDO MUTUO FINTUAL VERY CONSERVATIVE STREEP","Balanceados",NA
"9608","CFMSECA35J","FONDO MUTUO FONDO ACTIVO 2035","Balanceados",NA
"9608","CFMSECA35B","FONDO MUTUO FONDO ACTIVO 2035","Balanceados",NA
"9609","CFMSECA45J","FONDO MUTUO FONDO ACTIVO 2045","Balanceados",NA
"9609","CFMSECA45B","FONDO MUTUO FONDO ACTIVO 2045","Balanceados",NA
"9610","CFMSECA55J","FONDO MUTUO FONDO ACTIVO 2055","Balanceados",NA
"9610","CFMSECA55B","FONDO MUTUO FONDO ACTIVO 2055","Balanceados",NA
"9922","CFMITAAEF1","FONDO MUTUO ITAU ACCIONES EMERGENTES","Renta Variable",NA
"9922","CFMITAAEF3","FONDO MUTUO ITAU ACCIONES EMERGENTES","Renta Variable",NA
"9922","CFMITAAEF2","FONDO MUTUO ITAU ACCIONES EMERGENTES","Renta Variable",NA
"9922","CFMITAAEIT","FONDO MUTUO ITAU ACCIONES EMERGENTES","Renta Variable",NA
"9926","CFMITAALF1","FONDO MUTUO ITAU ACCIONES LATINOAMERICANAS","Renta Variable",NA
"9926","CFMITAALF2","FONDO MUTUO ITAU ACCIONES LATINOAMERICANAS","Renta Variable",NA
"9926","CFMITAALF3","FONDO MUTUO ITAU ACCIONES LATINOAMERICANAS","Renta Variable",NA
"9926","CFMITACAIT","FONDO MUTUO ITAU ACCIONES LATINOAMERICANAS","Renta Variable",NA
"8352","CFMITAVAF2","FONDO MUTUO ITAU AHORRO CORTO PLAZO","Renta Fija",NA
"8352","CFMITAVAF5","FONDO MUTUO ITAU AHORRO CORTO PLAZO","Renta Fija",NA
"8352","CFMITAVAF4","FONDO MUTUO ITAU AHORRO CORTO PLAZO","Renta Fija",NA
"8352","CFMITAVAIT","FONDO MUTUO ITAU AHORRO CORTO PLAZO","Renta Fija",NA
"8352","CFMITAIUES","FONDO MUTUO ITAU AHORRO CORTO PLAZO","Renta Fija",NA
"9539","CFMITAAPD1","FONDO MUTUO ITAU AHORRO PLUS","Renta Fija",NA
"9539","CFMITAAPIT","FONDO MUTUO ITAU AHORRO PLUS","Renta Fija",NA
"9539","CFMITAAPD5","FONDO MUTUO ITAU AHORRO PLUS","Renta Fija",NA
"9539","CFMITAAPD4","FONDO MUTUO ITAU AHORRO PLUS","Renta Fija",NA
"10027","CFMITAADF4","FONDO MUTUO ITAU AHORRO PLUS DÓLAR","Sin clasificación",NA
"10243","CFMITAAUSI","FONDO MUTUO ITAU AHORRO UF","Sin clasificación",NA
"10243","CFMITAAUIT","FONDO MUTUO ITAU AHORRO UF","Sin clasificación",NA
"10064","CFMITACZF3","FONDO MUTUO ITAU CARTERA CRECIMIENTO AGRESIVO","Sin clasificación",NA
"10063","CFMITACAF3","FONDO MUTUO ITAU CARTERA CRECIMIENTO BALANCEADO","Sin clasificación",NA
"10063","CFMITAAVIT","FONDO MUTUO ITAU CARTERA CRECIMIENTO BALANCEADO","Sin clasificación",NA
"10021","CFMITACEF3","FONDO MUTUO ITAU CARTERA CRECIMIENTO DEFENSIVO","Sin clasificación",NA
"10021","CFMITACEIT","FONDO MUTUO ITAU CARTERA CRECIMIENTO DEFENSIVO","Sin clasificación",NA
"10020","CFMITACTF3","FONDO MUTUO ITAU CARTERA RESERVA","Sin clasificación",NA
